연번,년도,구분,시도,시군구,설립주체,운영방식,개관년도,도서관명,주소,상세주소,전화번호,팩스,홈페이지,봉사대상지역,대출권수_어린이_총류,대출권수_어린이_철학,대출권수_어린이_종교,대출권수_어린이_사회과학,대출권수_어린이_순수과학,대출권수_어린이_기술과학,대출권수_어린이_예술,대출권수_어린이_언어,대출권수_어린이_문학,대출권수_어린이_역사,대출권수_청소년_총류,대출권수_청소년_철학,대출권수_청소년_종교,대출권수_청소년_사회과학,대출권수_청소년_순수과학,대출권수_청소년_기술과학,대출권수_청소년_예술,대출권수_청소년_언어,대출권수_청소년_문학,대출권수_청소년_역사,대출권수_성인_총류,대출권수_성인_철학,대출권수_성인_종교,대출권수_성인_사회과학,대출권수_성인_순수과학,대출권수_성인_기술과학,대출권수_성인_예술,대출권수_성인_언어,대출권수_성인_문학,대출권수_성인_역사,도서_국내_총류,도서_국내_철학,도서_국내_종교,도서_국내_사회과학,도서_국내_순수과학,도서_국내_기술과학,도서_국내_예술,도서_국내_언어,도서_국내_문학,도서_국내_역사,시설_도서관부지면적,시설_연면적,개관일수,행정구역코드,법정구역코드,AGE,총_국내도서권수,총_대출권수
301,2017,공공(일반),경기도,연천군,지자체,직영,2007,연천군 중앙도서관,경기도 연천군 전곡읍 전은길,2018-09-26 00:00:00,031-839-4411,031-839-4419,http://library.yeoncheon.go.kr/,연천군,129,287,177,1769,1993,520,237,522,5858,1269,120.0,233.0,31.0,548.0,581.0,382.0,376.0,145.0,2512.0,473.0,1099.0,2052.0,681.0,7530.0,2241.0,3263.0,2713.0,1283.0,20990.0,4412,3588,4817,2708,19198,6729,6924,5709,4139,42544,8893,3306.0,9094.0,350,31350,41800,11,105249,64426.0
302,2017,공공(일반),경기도,연천군,지자체,직영,2007,연천도서관,경기도 연천군 연천읍 차현로,1976-07-01 00:00:00,031-839-4401,031-839-4409,http://library.yeoncheon.go.kr/,연천군,131,59,19,3526,480,63,89,219,2857,534,52.0,63.0,25.0,153.0,134.0,42.0,33.0,35.0,602.0,201.0,380.0,633.0,246.0,3108.0,762.0,589.0,888.0,403.0,6869.0,1170,3297,3674,1852,12794,6183,4379,3342,2449,28276,6999,2350.7,1234.8,301,31350,41800,11,73245,24365.0
303,2017,공공(일반),경기도,오산시,지자체,직영,2010,양산도서관,경기도 오산시 양산로410번길 34 (양산동),양산로 410번길 34,031-8036-6162,031-8036-8982,http://www.osanlibrary.go.kr/yangsan,경기도 오산시,1062,220,309,2116,2594,49,426,803,8136,1405,137.0,161.0,43.0,456.0,465.0,170.0,240.0,187.0,2420.0,544.0,1610.0,1498.0,735.0,6076.0,3234.0,2844.0,1567.0,2140.0,17370.0,4546,1886,2822,1469,9577,4183,4026,2223,1980,19051,5654,1113.0,2184.77,342,31140,41370,8,52871,63563.0
304,2017,공공(일반),경기도,오산시,지자체,직영,2014,오산시 꿈두레도서관,경기도 오산시 세마역로,20 꿈두레도서관,031-8036-6520,031-8036-8938,http://www.osanlibrary.go.kr/kkumdure/main.do,오산시,2942,1567,1196,8151,12295,1794,2246,4183,28764,6896,594.0,553.0,142.0,1751.0,1624.0,752.0,797.0,543.0,7951.0,1752.0,7023.0,7185.0,2708.0,25408.0,18929.0,12149.0,6952.0,9163.0,65234.0,16954,3947,5275,2038,17936,8650,6827,4384,3500,34065,8994,8342.9,5277.0,343,31140,41370,4,95616,258198.0
305,2017,공공(일반),경기도,오산시,지자체,직영,2008,오산시 중앙도서관,경기 오산시 오산동,920-3,031-8036-6177,031-8036-8929,http://osanlibrary.go.kr,경기도오산시,1167,1166,560,5447,9889,1772,2071,2974,23167,4446,316.0,546.0,174.0,1606.0,1619.0,776.0,689.0,427.0,7852.0,1081.0,4692.0,6619.0,2192.0,22316.0,11496.0,10740.0,5223.0,6149.0,57495.0,11920,10824,13668,7867,45321,21047,19002,12280,9843,104203,24086,2910.1,6421.36,342,31140,41370,10,268141,206587.0
306,2017,공공(일반),경기도,오산시,지자체,직영,1992,오산시 청학도서관,경기도 오산시 청학로 65 (청학동),65 (오산청학도서관),031-8036-6490,031-8036-8983,http://www.osanlibrary.go.kr,경기도 오산시,22,12,7,73,239,44,36,70,303,171,33.0,79.0,37.0,109.0,206.0,69.0,103.0,31.0,726.0,94.0,483.0,879.0,268.0,2527.0,824.0,893.0,585.0,638.0,5434.0,1232,3359,4513,2220,16947,5763,6377,4837,3869,30865,8752,4005.0,1715.0,343,31140,41370,26,87502,16227.0
307,2017,공공(일반),경기도,오산시,지자체,직영,2014,오산시초평도서관,경기도 오산시 발안로,1353-11(누읍동),031-8036-6142,031-8036-8984,http://www.osanlibrary.go.kr/chopyeong,경기도 오산시,328,257,243,1335,1583,271,236,589,3366,1080,170.0,160.0,132.0,276.0,507.0,301.0,164.0,167.0,1628.0,458.0,686.0,1066.0,574.0,3959.0,2176.0,1527.0,569.0,948.0,9118.0,1734,1333,1919,1005,7172,2599,2952,1661,1661,13617,3598,1751.0,1290.71,343,31140,41370,4,37517,35608.0
308,2017,공공(일반),경기도,용인시,지자체,직영,2012,보라도서관,경기도 용인시 기흥구 한보라2로,116(보라동),031-324-4331,031-324-4339,http://lib.yongin.go.kr/bora/,용인시,260,180,106,676,949,148,112,552,3230,537,46.0,104.0,18.0,217.0,178.0,128.0,52.0,107.0,969.0,102.0,645.0,763.0,312.0,2320.0,1607.0,1097.0,447.0,1161.0,7477.0,1581,4759,5268,2598,15979,8042,7288,3570,2943,37791,8230,87722.0,4360.0,333,31190,41460,6,96468,26081.0
309,2017,공공(일반),경기도,용인시,지자체,직영,2010,용인시 기흥도서관,경기도 용인시 기흥구 기흥로116번길 10 (신갈동),10 (기흥도서관),031-324-4753,031-324-4489,http://lib.yongin.go.kr/giheung,용인시 기흥구,5174,2318,2019,11615,16113,2744,1749,9165,51004,9456,1467.0,1212.0,446.0,3502.0,4063.0,1651.0,1143.0,1732.0,18835.0,3121.0,17584.0,16020.0,7350.0,54426.0,33978.0,22586.0,10501.0,22756.0,157718.0,31519,7693,7867,4277,25554,11221,10167,8298,8915,53769,12016,13200.0,6607.0,323,31190,41460,8,149777,522967.0
310,2017,공공(일반),경기도,용인시,지자체,직영,2009,용인시 동백도서관,경기도 용인시 기흥구 동백3로,80 (동백도서관),031-324-4651,031-324-4655,http://lib.yongin.go.kr/dongbaek,기흥구,5451,2441,1403,10364,13384,3323,1829,11683,54742,10278,1867.0,1725.0,397.0,4394.0,4234.0,2574.0,1326.0,2952.0,21035.0,3562.0,15368.0,14721.0,5328.0,45231.0,27274.0,22969.0,9024.0,26648.0,141343.0,28755,5399,6377,2724,20234,9647,9583,4792,5005,45050,10408,41326.0,5560.0,320,31190,41460,9,119219,495625.0
311,2017,공공(일반),경기도,용인시,지자체,직영,2014,용인시 흥덕도서관,경기도 용인시 기흥구 흥덕중앙로,153(영덕동),031-324-4141,031-324-4149,http://www.yonginlib.go.kr/heungdeok/,용인시,2858,1717,604,9122,10988,1949,1220,6941,34240,5364,554.0,514.0,85.0,1688.0,2183.0,831.0,396.0,815.0,9217.0,1723.0,8386.0,7524.0,2172.0,30451.0,22308.0,12985.0,4651.0,14528.0,90717.0,18949,3973,4274,1330,14474,6095,5748,3296,1961,29367,6787,3674.0,4494.0,322,31190,41460,4,77305,305680.0
312,2017,공공(일반),경기도,용인시,지자체,직영,2006,용인시구갈희망누리도서관,경기도 용인시 기흥구 갈곡로12번길 1 (구갈동),근린공원 내,031-324-6561,031-324-6562,http://lib.yonginlib.go.kr/gugal,경기도 용인시,1450,455,285,2165,3549,674,285,2349,11450,2182,297.0,144.0,25.0,485.0,901.0,217.0,79.0,347.0,2221.0,569.0,2448.0,1425.0,584.0,5399.0,6236.0,2369.0,781.0,4057.0,24485.0,4647,1640,1302,597,5820,4366,1278,777,924,19153,3853,357.0,264.0,297,31190,41460,12,39710,82560.0
313,2017,공공(일반),경기도,용인시,지자체,직영,2007,용인시구성도서관,경기도 용인시 기흥구,구성로 77번길 17,031-324-4131,031-324-4139,http://www.yonginlib.go.kr/guseong,용인시,2549,1303,617,5854,7076,1463,895,3450,22227,4479,862.0,872.0,206.0,2310.0,2272.0,1088.0,727.0,947.0,11057.0,2325.0,8668.0,9482.0,4385.0,27776.0,15161.0,12216.0,6166.0,9914.0,79414.0,17541,6886,7919,3328,25323,9171,9425,8269,5238,51203,10610,8987.0,2775.0,325,31190,41460,11,137372,263302.0
315,2017,공공(일반),경기도,용인시,지자체,직영,2015,상현도서관,경기도 용인시 수지구 법조로 232 (상현동),232(상현동),031-324-4121,031-324-4129,http://lib.yonginlib.go.kr/sanghyeon,용인시,3870,1962,1358,9762,13831,2867,1889,7695,51662,7972,1256.0,955.0,256.0,3384.0,3784.0,1770.0,1004.0,1405.0,16028.0,3165.0,13193.0,11973.0,5007.0,46755.0,30403.0,24085.0,9993.0,19167.0,145301.0,30085,4366,5280,2462,16612,6198,7559,4496,2937,31211,7238,5435.8,6813.49,324,31190,41460,3,88359,471837.0
316,2017,공공(일반),경기도,용인시,지자체,직영,2004,용인시수지도서관,경기도 용인시 수지구 문정로7번길,23,031-324-8971,031-324-8979,http://lib.yongin.go.kr/suji,경기도 용인시,4705,1875,1838,11339,16098,3588,1629,11798,66355,11404,1840.0,1844.0,327.0,5423.0,6104.0,2909.0,1412.0,2173.0,26120.0,4927.0,21868.0,21620.0,8471.0,76567.0,44505.0,36858.0,14801.0,34975.0,244450.0,51924,12506,11141,5260,39810,14808,18089,10071,8686,75180,19384,15538.0,5059.0,326,31190,41460,14,214935,739747.0
317,2017,공공(일반),경기도,용인시,지자체,직영,2008,용인시죽전도서관,경기도 용인시 수지구 대지로,89 (죽전도서관),031-324-4641,031-324-4645,http://lib.yongin.go.kr/jukjeon/,죽전동,4065,1245,925,14756,9638,2069,1087,5783,51350,10333,1154.0,968.0,223.0,4424.0,3557.0,1608.0,857.0,1146.0,16522.0,3231.0,13512.0,12658.0,4454.0,57210.0,23430.0,20527.0,8761.0,16199.0,157600.0,31479,7038,7316,3461,25226,10296,9071,7847,5400,52387,12366,6490.0,4965.0,323,31190,41460,10,140408,480771.0
318,2017,공공(일반),경기도,용인시,지자체,직영,2012,용인시 모현도서관,경기도 용인시 처인구 모현면 백옥대로 2378,모현면 백옥대로 2378(왕산리 804-3),031-324-4351,031-324-4359,http://www.lib.yongin.go.kr/mohyeon,경기도 용인시 처인구,897,572,415,2091,3100,745,475,1300,8113,1771,222.0,235.0,37.0,571.0,766.0,188.0,184.0,152.0,3105.0,527.0,3176.0,3100.0,1189.0,7935.0,5294.0,4465.0,1799.0,3287.0,25228.0,5406,4582,4322,1950,12961,5804,6629,3780,2971,32171,6532,1627.0,2728.0,324,31190,41460,6,81702,86345.0
319,2017,공공(일반),경기도,용인시,지자체,위탁,2016,용인시 청덕도서관,경기도 용인시 기흥구 구성1로 44,청덕도서관,031-284-1763,031-284-1768,http://lib.yongin.go.kr/cheongdeok/,용인시 기흥구,4328,2276,1465,10460,11669,3133,1575,4730,41497,9124,958.0,845.0,245.0,2137.0,2386.0,1127.0,474.0,963.0,10378.0,2252.0,8289.0,7668.0,3225.0,25497.0,16539.0,13355.0,5071.0,9835.0,82373.0,18664,2562,3109,1400,8773,4001,4331,2514,1753,20599,4661,670.0,1980.0,324,31190,41460,2,53703,302538.0
320,2017,공공(일반),경기도,용인시,지자체,직영,2007,용인시디지털정보도서관,경기도 용인시 처인구 용인대로,735(삼가동 556)  문화복지행정타운 문화예술원 내,031-324-4621,031-324-4624,http://.yonginlib.go.kr,용인시,36,51,46,162,253,71,120,145,542,274,20.0,29.0,13.0,40.0,66.0,11.0,29.0,6.0,188.0,40.0,441.0,726.0,190.0,1174.0,494.0,599.0,587.0,354.0,4249.0,1066,736,686,271,1465,289,890,592,486,3150,684,383.0,383.0,327,31190,41460,11,9249,12022.0
321,2017,공공(일반),경기도,용인시,지자체,직영,2016,용인시양지해밀도서관,경기도 용인시 처인구 양지면 교동로18번길 8,양지해밀도서관,031-324-4625,,http://lib.yongin.go.kr/haemil,경기도 용인시 양지면,343,231,253,1000,2284,449,316,1073,5912,1630,556.0,523.0,501.0,1126.0,722.0,1122.0,669.0,721.0,2905.0,1132.0,4555.0,5220.0,3327.0,9309.0,6574.0,8308.0,4685.0,5236.0,25850.0,10182,1710,2027,1014,6759,3848,2518,1415,1575,16908,3766,3248.0,706.0,299,31190,41460,2,41540,106714.0
322,2017,공공(일반),경기도,용인시,지자체,직영,2006,용인시포곡도서관,경기도 용인시 처인구 포곡읍 포곡로278번길 8,8 (포곡도서관),031-324-4631,031-324-4635,http://www.yonginlib.go.kr/pogok,용인시 처인구 포곡읍,1826,768,723,4631,6743,1478,1080,2035,25399,4469,405.0,410.0,182.0,1434.0,1947.0,607.0,521.0,454.0,8172.0,1523.0,3700.0,4012.0,2034.0,13803.0,8717.0,7953.0,3607.0,3947.0,52626.0,9351,7940,7550,3870,23514,10367,9941,7296,4497,53511,12082,2747.0,2733.0,323,31190,41460,12,140568,174557.0
323,2017,공공(일반),경기도,용인시,지자체,직영,1993,용인중앙도서관,경기도 용인시 처인구 명지로 27 (역북동),27,031-324-4610,031-324-4609,http://lib.yongin.go.kr/yongin/,용인시 처인구,1611,947,849,4622,7394,1915,1011,7633,19765,4506,513.0,655.0,228.0,1981.0,2489.0,1174.0,699.0,1409.0,8555.0,1824.0,6767.0,9338.0,4551.0,26774.0,12200.0,16188.0,6424.0,13451.0,70042.0,15744,14327,14018,7383,47595,17697,20893,12691,9404,113891,24321,8643.0,4389.0,320,31190,41460,25,282220,251259.0
324,2017,공공(일반),경기도,용인시,지자체,직영,2017,이동꿈틀도서관,경기도 용인시 처인구 이동면 경기동로705번길 16,이동꿈틀도서관,031-324-4660,031-324-4663,http://lib.yongin.go.kr/idong/,용인시 처인구 이동읍 ,144,45,97,286,490,152,111,262,1793,274,12.0,15.0,5.0,41.0,34.0,13.0,12.0,23.0,242.0,34.0,504.0,431.0,258.0,1968.0,1182.0,1010.0,373.0,662.0,6258.0,982,1144,1644,816,5544,2447,2272,1090,809,14536,2663,2000.0,792.0,280,31190,41460,1,32965,17713.0
325,2017,공공(일반),경기도,의왕시,지자체,직영,1993,의왕시내손도서관,경기도 의왕시 복지로,109 (내손동 공용청사) 내손도서관,031-345-2633,031-345-2639,http://www.uwlib.or.kr/naeson/,의왕시,2932,1519,1469,9155,12798,1587,3278,7123,38158,8027,820.0,952.0,220.0,2329.0,2794.0,1142.0,2168.0,1115.0,11601.0,2662.0,6553.0,10365.0,3855.0,31103.0,17108.0,15499.0,11689.0,11619.0,82776.0,19389,7313,10160,6622,36955,17590,17099,11495,10353,76081,18660,6762.0,6904.0,325,31170,41430,25,212328,321805.0
326,2017,공공(일반),경기도,의왕시,지자체,직영,2007,의왕시중앙도서관,경기도 의왕시 골우물길 49 (고천동),중앙도서관,031-345-3641,031-345-3649,http://www.uwlib.or.kr/jungang,의왕시,1205,781,370,3877,6211,1078,1149,1433,18636,3964,303.0,397.0,101.0,1137.0,1089.0,544.0,358.0,233.0,4232.0,928.0,4601.0,6474.0,2266.0,21069.0,9802.0,10247.0,4227.0,4377.0,49563.0,12810,8522,10225,6339,35815,16981,13908,10511,7331,71929,17154,7529.0,7267.0,325,31170,41430,11,198715,173462.0
327,2017,공공(일반),경기도,의정부시,교육청,직영,2006,경기의정부교육도서관,경기도 의정부시 체육로 265-25 (녹양동),70-1 번지 (경기도 의정부시 체육로 265-25),031-836-9582,031-836-9509,http://www.nylib.or.kr,의정부,1210,510,659,3093,4409,583,2297,3093,23435,3389,354.0,191.0,38.0,603.0,265.0,282.0,338.0,157.0,2059.0,311.0,1584.0,1593.0,736.0,3698.0,737.0,1964.0,2112.0,1182.0,9562.0,2005,5385,6070,3247,18935,9423,7933,5546,5443,46923,11619,3390.0,2092.0,300,31030,41150,12,120524,72449.0
328,2017,공공(일반),경기도,의정부시,지자체,직영,2007,의정부과학도서관,경기도 의정부시 추동로124번길 52 (신곡동),52 (의정부과학도서관),031-870-6562,031-870-6569,http://www.uilib.go.kr,경기도 의정부시,2155,2847,1727,16342,23190,3587,2483,10027,76719,14561,702.0,1033.0,371.0,2545.0,675.0,1541.0,785.0,575.0,4662.0,1261.0,6324.0,9298.0,3340.0,22914.0,6083.0,13874.0,7071.0,5179.0,41959.0,11358,9024,10743,6490,32856,15051,16333,11438,9605,59127,16837,9455.0,6951.0,298,31030,41150,11,187504,295188.0
329,2017,공공(일반),경기도,의정부시,지자체,직영,2003,의정부시정보도서관,경기도 의정부시 의정로 41 (의정부동),의정부정보도서관,031-870-6593,031-870-6589,http://www.uilib.go.kr,의정부시,2464,1357,1056,9387,12345,2098,1395,6486,39334,7507,1251.0,2319.0,891.0,5339.0,999.0,3292.0,1779.0,1265.0,10622.0,2537.0,5006.0,9274.0,3562.0,21357.0,3997.0,13167.0,7116.0,5060.0,42486.0,10147,8648,11310,7493,32027,12125,14978,11962,8502,60779,15659,16685.0,5310.0,337,31030,41150,15,183483,234895.0
330,2017,공공(일반),경기도,이천시,지자체,직영,1997,이천시립도서관,경기도 이천시 설봉로81번길 50 (창전동),50 (이천시립도서관),031-644-4351,031-631-2419,http://www.icheonlib.go.kr,이천시,712,411,281,1913,2566,929,465,1031,9889,1688,545.0,733.0,223.0,2157.0,1158.0,1019.0,561.0,422.0,10167.0,1070.0,3771.0,7956.0,3734.0,20462.0,5085.0,12102.0,4203.0,3739.0,63524.0,10371,8547,9869,5585,33377,11612,14840,10181,5864,73897,15548,5711.0,3296.0,274,31210,41500,21,189320,172887.0
331,2017,공공(일반),경기도,이천시,지자체,직영,2014,이천시립효양도서관,경기도 이천시 경충대로2250번길,35 (이천시립효양도서관),031-644-4391,031-636-8078,http://www.icheonlib.go.kr/,이천시,2152,881,509,5710,7879,1643,667,3797,18095,4171,506.0,513.0,79.0,1666.0,1218.0,815.0,408.0,633.0,5787.0,965.0,5274.0,6731.0,2728.0,23770.0,10582.0,13156.0,3636.0,9124.0,60111.0,12200,4989,4860,1800,15062,7254,6931,3249,1819,41082,8576,4959.0,3484.0,300,31210,41500,4,95622,205406.0
332,2017,공공(일반),경기도,이천시,지자체,직영,2002,이천시청미도서관,경기도 이천시 장호원읍 서동대로8829번길 53-6,(장호원리 371),031-644-4371,031-643-0822,http://www.icheonlib.go.kr,"이천시 장호원읍, 설성면, 율면",312,350,160,1032,1568,517,344,486,5633,1221,118.0,280.0,45.0,721.0,445.0,467.0,238.0,198.0,2347.0,378.0,1044.0,2073.0,518.0,4613.0,2372.0,3281.0,1505.0,1430.0,18125.0,2883,3669,5965,2313,18077,6582,8494,4650,4333,42552,8778,3305.8,1955.4,298,31210,41500,16,105413,54704.0
333,2017,공공(일반),경기도,파주시,지자체,위탁,2014,가람도서관,경기도 파주시 가람로,116번길 170,031-949-2552,031-947-0062,http://www.pajulib.or.kr/grlib,파주시,1020,788,247,2338,2969,1341,1324,320,19959,3023,126.0,226.0,34.0,425.0,341.0,265.0,385.0,34.0,2231.0,414.0,2816.0,4591.0,1033.0,9506.0,6202.0,6556.0,6985.0,1451.0,50268.0,7142,1800,1984,445,4628,2300,1874,2451,590,16350,3432,7160.0,2103.0,299,31200,41480,4,35854,134360.0
334,2017,공공(일반),경기도,파주시,지자체,직영,2008,교하도서관,경기도 파주시 숲속노을로 256 (동패동),256(동패동 1692) (교하도서관),031-940-5153,031-940-5159,http://www.gyohalib.or.kr/,파주시,52,80,38,306,362,199,254,375,2091,314,93.0,94.0,16.0,134.0,107.0,75.0,94.0,54.0,717.0,101.0,558.0,727.0,199.0,1930.0,843.0,1367.0,963.0,715.0,7318.0,1316,6956,8790,3791,26485,10711,11885,8454,4946,58296,14473,7000.0,8546.98,322,31200,41480,10,154787,21492.0
335,2017,공공(일반),경기도,파주시,지자체,위탁,2012,금촌3동솔빛도서관,경기 파주시 금촌동,시청로 194 금촌3동솔빛도서관,031-944-8211,031-945-8211,http://www.pajulib.or.kr/gclib3,파주시,182,294,38,1060,1464,402,260,152,6878,643,54.0,100.0,23.0,238.0,174.0,104.0,124.0,37.0,990.0,154.0,748.0,1677.0,398.0,4477.0,2493.0,2823.0,1025.0,820.0,17413.0,2955,1828,1926,712,6256,2991,2568,1808,1136,16112,3772,5380.0,742.0,299,31200,41480,6,39109,48200.0
336,2017,공공(일반),경기도,파주시,지자체,위탁,2012,물푸레도서관,경기도 파주시 청석로 360 (다율동),물푸레도서관,031-944-5951,031-944-5952,http://www.pajulib.or.kr/mplib,파주시,631,403,167,1699,2022,1038,520,318,13216,1184,39.0,45.0,13.0,174.0,90.0,104.0,53.0,42.0,937.0,118.0,1345.0,1219.0,364.0,3773.0,2886.0,3487.0,1126.0,824.0,24414.0,2559,1666,1547,600,4428,2935,2047,1463,817,16757,2763,1808.0,944.0,299,31200,41480,6,35023,64810.0
337,2017,공공(일반),경기도,파주시,지자체,직영,2010,적성도서관,경기 파주시 적성면 마지리,적성면 청송로 1013  적성도서관,031-940-8551,031-940-8559,http://www.pajulib.or.kr/jslib/index.aspx,적성면,52,34,22,197,299,80,54,77,772,210,5.0,53.0,1.0,99.0,58.0,112.0,3.0,17.0,418.0,23.0,330.0,437.0,247.0,1863.0,812.0,924.0,457.0,643.0,5836.0,1346,1598,1772,939,7441,3607,2741,1371,1592,16369,4510,4600.0,4996.53,315,31200,41480,8,41940,15481.0
338,2017,공공(일반),경기도,파주시,지자체,위탁,2010,조리도서관,경기도 파주시 내산길,29 (조리도서관),031-944-2945,031-944-2946,www.pajulib.or.kr/jrlib,파주시,127,101,31,783,1178,302,134,158,5994,494,21.0,79.0,15.0,220.0,157.0,108.0,27.0,25.0,1051.0,141.0,672.0,1051.0,320.0,3373.0,1808.0,1756.0,775.0,496.0,18946.0,1992,1136,1425,611,4528,2511,2076,1242,922,13528,2454,1295.0,845.0,299,31200,41480,8,30433,42335.0
339,2017,공공(일반),경기도,파주시,지자체,직영,2016,탄현도서관,경기도 파주시 탄현면 방촌로649번길 24-7,탄현면사무소 2층,031-940-8457,,http://www.pajulib.or.kr/thlib,파주시 탄현면,76,97,49,422,434,161,98,57,2295,348,6.0,20.0,3.0,26.0,17.0,10.0,3.0,3.0,127.0,25.0,304.0,463.0,143.0,1268.0,875.0,782.0,290.0,254.0,5470.0,992,287,559,164,1518,684,642,424,175,5349,1001,271.0,271.0,300,31200,41480,2,10803,15118.0
340,2017,공공(일반),경기도,파주시,지자체,직영,1994,파주시립중앙도서관금촌분관,경기도 파주시 금촌동 ,시민회관길 40,031-940-4388,031-940-4389,www.pajulib.or.kr,파주시,53,28,17,162,161,73,38,134,811,113,12.0,52.0,16.0,82.0,41.0,40.0,36.0,30.0,339.0,48.0,365.0,882.0,195.0,1873.0,619.0,1146.0,458.0,681.0,8309.0,1560,3211,2575,1097,9380,5264,3525,2859,1976,28527,6249,1317.0,385.0,321,31200,41480,24,64663,18374.0
341,2017,공공(일반),경기도,파주시,지자체,직영,1994,파주시립중앙도서관문산분관,경기도 파주시 문산읍 개포래로 42,문산도서관 (문산읍 문산리 35-13),031-940-8432,031-940-8439,http://www.pajulib.or.kr,파주시,229,277,153,741,1133,416,371,654,4035,754,120.0,185.0,38.0,529.0,526.0,236.0,86.0,207.0,1738.0,287.0,1487.0,2242.0,982.0,7341.0,3454.0,4011.0,1896.0,2063.0,24255.0,4184,3825,3872,2209,14261,6454,5474,4084,2967,33138,7887,2593.0,1163.0,321,31200,41480,24,84171,64630.0
342,2017,공공(일반),경기도,파주시,지자체,직영,1997,파주시립중앙도서관법원분관,경기도 파주시 사임당로,947 (법원도서관),031-940-4191,031-940-4199,http://www.pajulib.or.kr,파주시,62,38,72,210,488,66,240,224,983,301,17.0,40.0,6.0,144.0,102.0,63.0,58.0,33.0,499.0,42.0,496.0,1002.0,355.0,3415.0,1602.0,1475.0,996.0,818.0,13218.0,2183,3337,3283,1953,12386,5710,4933,4120,2165,28839,6532,2238.0,1080.0,324,31200,41480,21,73258,29248.0
343,2017,공공(일반),경기도,파주시,지자체,직영,2005,파주시중앙도서관,경기도 파주시 쇠재로 33 (금촌동),파주시중앙도서관,031-940-5661,031-940-5649,http://www.pajulib.or.kr,파주시,789,643,481,3609,5118,1413,1162,2594,17185,3217,380.0,737.0,213.0,2110.0,1770.0,1377.0,618.0,403.0,7161.0,928.0,5381.0,8523.0,3674.0,26272.0,9931.0,14379.0,7100.0,6475.0,70172.0,12579,10497,12673,7903,45539,16001,19401,12677,9562,78141,20994,2030.0,6516.0,316,31200,41480,13,233388,216394.0
344,2017,공공(일반),경기도,파주시,지자체,직영,2013,한빛도서관,경기도 파주시,와석순환로 94(야당동 1003-1),031-940-5777,031-940-5729,http://www.pajulib.or.kr,파주시,1257,968,371,4266,4373,1127,825,10080,36908,3150,358.0,352.0,62.0,1174.0,1070.0,572.0,466.0,2095.0,9915.0,1109.0,3993.0,4991.0,1362.0,15821.0,8629.0,7711.0,4258.0,18943.0,83103.0,10089,2125,2939,916,8243,4043,2835,2211,1029,21905,4442,2382.0,1654.0,322,31200,41480,5,50688,239398.0
345,2017,공공(일반),경기도,파주시,지자체,직영,2011,해솔도서관,경기도 파주시 해솔로,34,031-940-5145,031-940-5159,http://www.pajulib.or.kr/,운정동,1244,1362,445,5312,5159,2142,757,1107,28257,3403,266.0,381.0,81.0,933.0,666.0,391.0,189.0,96.0,4215.0,679.0,3411.0,4651.0,1657.0,16692.0,9202.0,9275.0,2321.0,2937.0,60033.0,8761,2985,2939,1341,9321,4669,3933,2188,1431,26471,5128,3606.0,1998.0,321,31200,41480,7,60406,176025.0
346,2017,공공(일반),경기도,파주시,지자체,직영,2011,행복어린이도서관,경기 파주시 문산읍,통일로 1680 문산행복센터 3층,031-940-8572,031-940-8579,http://www.pajulib.or.kr/hclib,파주시,255,165,102,947,1275,289,181,540,3696,780,15.0,10.0,5.0,88.0,121.0,34.0,8.0,31.0,414.0,48.0,557.0,482.0,220.0,2832.0,2964.0,832.0,391.0,1122.0,11300.0,1508,793,716,293,3565,3167,947,610,718,13307,2383,32784.0,330.0,301,31200,41480,7,26499,31212.0
347,2017,공공(일반),경기도,평택시,교육청,직영,1986,경기평택교육도서관,경기도 평택시 서정동,770번지(평택시 서정북로 125번길 103),031-665-4208,031-667-6548,http://www.ptlib.or.kr/,평택,319,187,121,896,968,215,232,378,3589,857,160.0,226.0,53.0,883.0,678.0,403.0,200.0,221.0,2058.0,375.0,1595.0,2554.0,956.0,6721.0,1708.0,3280.0,1668.0,1563.0,17277.0,3199,6068,7065,3886,24187,6864,9376,6756,4968,50622,11253,2940.0,1497.0,299,31070,41220,32,131045,53540.0
348,2017,공공(일반),경기도,평택시,지자체,직영,2017,진위도서관,경기도 평택시 진위면 진위서로 137,진위도서관,031-8024-7341,031-8024-7349,http://ptlib.go.kr/jwlib,평택시,106,72,29,377,257,199,285,117,1030,253,53.0,36.0,15.0,189.0,129.0,99.0,142.0,59.0,515.0,127.0,600.0,408.0,165.0,2130.0,1453.0,1123.0,1798.0,660.0,5837.0,1430,1173,1496,426,4621,2332,2071,1551,740,13919,2344,3842.0,1209.0,193,31070,41220,1,30673,19693.0
349,2017,공공(일반),경기도,평택시,지자체,직영,1992,평택시립도서관,경기도 평택시 비전로 27 (비전동),610  시립도서관,031-8024-5553,031-8024-5459,http://www.ptlib.net,경기도,764,1601,464,3958,2392,1987,1729,1230,13746,2328,393.0,823.0,239.0,2036.0,1230.0,1022.0,890.0,633.0,7072.0,1198.0,4380.0,9174.0,2658.0,22688.0,13708.0,11387.0,9910.0,7048.0,78790.0,13343,7776,10287,4993,34830,13705,14399,13658,7362,85636,18701,2210.0,2616.0,325,31070,41220,26,211347,218821.0
